ID number,Date,Month,Year,Description of event,Type of event,Institutions or actors,UK jurisdiction,Special tag,Subject matter (general),Subject matter (specific),Source,...13,...14,...15
NA,25,June,2021,"Images were released by The Sun apparently showing the Secretary of State for Health breaching social distancing guidelines and engaging in an extra-marital affair with his aide, Gina Coladangelo, in the Department for Health.","Decision, announcement, statement or speech",Department for Health,England,Coronavirus,"Ethics, standards and integrity; Rule of law",personal conduct; government under law,https://www.thesun.co.uk/news/15388014/matt-hancock-secret-affair-with-aide/,NA,NA,NA
NA,25,June,2021,"The Prime Minister declined the dismiss the Secretary of State for Health following images appearing in The Sun apparently demonstrating the Secretary of State breaching social distancing guidelines and engaging in an extra-marital affair with his aide, Gina Coladangelo. The Prime Minister indicated that following the apology of the Secretary of State, he considered the matter ""closed"".","Decision, announcement, statement or speech",Prime Minister; Department for Health,England,Coronavirus,"Ethics, standards and integrity",personal conduct,https://www.independent.co.uk/news/uk/politics/matt-hancock-job-affair-boris-johnson-b1872769.html,NA,NA,NA
NA,25,June,2021,"Heather Wheeler MP, a former Minister and Government Whip, challenged Sir Graham Brady MP as Chair of the Conservative Party’s 1922 Committee. Wheeler was widely seen as a pro-government candidate connected to the Prime Minister.","Decision, announcement, statement or speech",Prime Minister,England,Coronavirus,"Civil service and public sector reform; Ethics, standards and integrity; Parliament",personal conduct; party discipline and whip system,https://www.telegraph.co.uk/politics/2021/06/25/heather-wheeler-vows-not-promote-view-elected-chairman-1922/,NA,NA,NA
NA,26,June,2021,"It was reported that a firm named Partnering Health Ltd. employing Roberto Coladangelo, the brother of Gina Coladangelo with whom the Secretary of State for Health was having an extra-marital affair, was awarded a number of NHS contracts, including some related to coronavirus procurement.","Decision, announcement, statement or speech",Department for Health,England,Coronavirus,"Ethics, standards and integrity; Civil service and public sector reform",procurement,https://news.sky.com/story/matt-hancock-affair-aide-gina-coladangelos-relative-has-top-job-at-company-with-nhs-contracts-12341789,NA,NA,NA
NA,26,June,2021,"The Secretary of State for Health, Matt Hancock MP, resigned following the leak of images of him breaching social distancing guidelines and engaging in an extra-marital affair with his aide, Gina Coladangelo, in the Department for Health.","Appointment, dismissal or resignation",Department for Health,England,Coronavirus,"Civil service and public sector reform; Ethics, standard and integrity; Rule of law",resignation; government under law; personal conduct,https://www.bbc.co.uk/news/uk-57625508,NA,NA,NA
NA,26,June,2021,Sajid Javid MP was appointed as Secretary of State for Health by the Prime Minister following the resignation of Matt Hancock MP.,"Appointment, dismissal or resignation",Department for Health; Prime Minister,England,Coronavirus,Civil service and public sector reform,ministerial appointments,https://www.gov.uk/government/news/the-rt-hon-sajid-javid-mp-appointed-secretary-of-state-for-health-and-social-care,NA,NA,NA
NA,30,June,2021,"It was reported that Health Minister, Lord Bethell, failed to declare a series of meetings with companies who had been awarded £1bn of Covid-related NHS contracts, including Abingdon Health, SureScreen Diagnostics Ltd, Novacy, the BBI Group, Oxford Nanopore Technologies, Cambridge Clinical Laboratories, OptiGene, Una Health and CIGA healthcare.","Decision, announcement, statement or speech",Department for Health,England,Coronavirus,"Ethics, standards and integrity",procurement; transparency,https://www.theguardian.com/politics/2021/jun/30/lord-bethell-failed-to-declare-meetings-with-firms-that-got-1bn-contracts,NA,NA,NA
NA,30,June,2021,The Court of Appeal dismissed an appeal from the High Court which argued that the Article 6(1) ECHR right to fair hearing applied to judicial review proceedings challenging the Government’s refusal to conduct a public inquiry into allegations against the UK intelligence services for being complicit in human rights violations after the 9/11 attacks. The Court of Appeal determined that the judicial review claim was brought by public interest organisations and thus no claimant satisfied the “victim” standing test under section 7 Human Rights Act 1998.,Case,Prime Minister,UK,None,Human rights and equality; Courts,terrorism; judicial review; cases; Court of Appeal; public inquiries,https://www.bailii.org/ew/cases/EWCA/Civ/2021/972.html,NA,NA,NA
NA,1,July,2021,"The Atomic Weapons Establishment, the company responsible for manufacturing the warheads for the UK’s nuclear deterrent, became a non-departmental public body wholly-owned by the Ministry of Defence. This followed a written ministerial statement announcing the transfer on 2 November 2020.","Decision, announcement, statement or speech",Ministry of Defence,UK,None,Civil service and public sector reform,nationalisation; privatisation; procurement; new public bodies,https://www.gov.uk/government/news/awe-plc-transferred-to-the-mod,NA,NA,NA
NA,1,July,2021,"The Department for Health admitted that the former Secretary of State for Health, Matt Hancock MP, and current Minister, Lord Bethell, had made use of private email addresses in some government email communications.","Decision, announcement, statement or speech",Department for Health,England,Coronavirus,"Ethics, standards and integrity; Human rights and equality",transparency; freedom of information; personal conduct,https://www.bbc.co.uk/news/uk-politics-57642791,NA,NA,NA
NA,5,July,2021,"Michael Stott, previously of communications firm Hill+Knowlton Strategies, joined the Home Office as a special advisor.","Appointment, dismissal or resignation",Home Office,UK,None,Civil service and public sector reform,special advisors,https://docs.google.com/spreadsheets/d/16uVCBkk5npgyLIehZC4aup5I5MQN8Wa4aIZXuGN7zKI/edit#gid=1466138024,NA,NA,NA
NA,5,July,2021,"The Foreign, Commonwealth and Development Office issued a formal apology for the previous Foreign Office practice of refusing to employ openly LGBT people.","Decision, announcement, statement or speech",Foreign Office,UK,None,Human rights and equality,LGBT,https://www.gov.uk/government/news/fcdo-apologises-for-historic-ban-on-lgbt-staff,NA,NA,NA
NA,5,July,2021,"The Elections Bill was introduced into Parliament. The Bill contains a number of provisions, including: setting out a statutory definition of the ‘undue influence’ of a voter; making provision for assisting the disabled to vote; imposing a requirement of secrecy for postal vote ballets; making provision for ‘disqualification orders’ for those convicted of certain offences preventing them from holding elected office; the indefinite extension of the franchise for British voters overseas; prohibiting political campaigners from handling postal voting documents; removing the power of the Electoral Commission to instigate criminal proceedings in England, Wales, and Northern Ireland; a requirements for voters to produce identification in order to vote; and increasing the oversight of the Electoral Commission by the Secretary of State and the Speaker's Committee on the Electoral Commission.",Primary legislation,Cabinet Office,UK,None,"Elections and voters; Human rights and equality; Ethics, standards and integrity",voter identification; general election; local government; criminal sanctions; electoral commission,https://bills.parliament.uk/bills/3020,NA,NA,NA
NA,5,July,2021,"The House of Lords Commissioner for Standards opened an investigation into Health Minister, Lord Bethell, for sponsoring a parliamentary pass for Gina Coladangelo, the aide of Matt Hancock MP, former Secretary of State for Health.",commission or review,Department for Health,England,Coronavirus,"Ethics, standards and integrity; Parliament",personal conduct; House of Lords; House of Lords Commissioner for Standards; ministerial conduct,https://www.parliament.uk/mps-lords-and-offices/standards-and-financial-interests/house-of-lords-commissioner-for-standards-/house-of-lords-commissioner-for-standards-/current-inquiries/,NA,NA,NA
NA,5,July,2021,"The Government asked the House of Commons to approve a programme motion for the third reading of the Police, Crime, Sentencing and Courts Bill which limited debate to one day. Given that a significant number of new clauses had been added to the Bill, this decision was criticised by Conservative MP, Philip Davies, who referred to it as an “abuse of this House”.",Parliamentary motion,Ministry of Justice,England and Wales,None,"Parliament; Human rights and equality; Ethics, standards and integrity",freedom of expression; protests; police powers; ministerial conduct; scrutiny; House of Commons,https://hansard.parliament.uk/commons/2021-07-05/debates/7B4020A0-D699-4FDE-9F1A-1760FFD46D39/PoliceCrimeSentencingAndCourtsBill(Programme)(No2),NA,NA,NA
NA,5,July,2021,"The Secretary of State for Health announced that he remained confident that from 19 July 2021 the Government would remove all legal restrictions emanating from Covid-19 and that “our national response to Covid will change from one of rules and regulations to one of guidance and good sense"".",Ministerial statement,Department for Health,England,Coronavirus; roadmap out of lockdown,Human rights and equality,freedom of association; criminal sanctions; police powers; protests; education,https://hansard.parliament.uk/commons/2021-07-05/debates/803398B1-F845-43BA-A159-22E4CC6B9ECD/Covid-19Update,NA,NA,NA
*,5,July,2021,"Following an application for judicial review regarding the government's hotel quarantine policy, the Department for Health confirmed that it was changing the system of mandatory hotel quarantine upon return from a ""red list"" country to allow for fee waivers or reductions to accommodate for financial hardship.","Decision, announcement, statement or speech",Department for Health,UK,None,Human rights and equality,freedom of association; criminal sanctions; police powers,https://www.theguardian.com/politics/2021/jul/05/covid-hardship-cases-could-get-discounts-on-uk-quarantine-hotel-bills,NA,NA,NA
NA,6,July,2021,"The Home Secretary introduced the Nationality and Borders Bill into the House of Commons. The Bill contains a number of provisions, including: a requirement that a person must claim asylum at a “designated place”; making inadmissible any asylum claim made by EU nationals or persons connected to a safe third country; imposing a requirement on courts to give little weight to evidence provided late by a claimant; increasing the potential term of imprisonment for assisting an unlawful entry to life imprisonment; and expediting removal and appeals processes.",Primary legislation,Home Office,UK,None,Human rights and equality; Courts; Rule of law,international law; asylum; immigration; judicial review; appeals,https://publications.parliament.uk/pa/bills/cbill/58-02/0141/210141.pdf,NA,NA,NA
NA,6,July,2021,"The Secretary of State for Health introduced the Health and Care Bill into the House of Commons. The Bill contains a number of provisions, including: a general power on the Secretary of State to direct NHS England; the creation of a new patient safety body named the Health Services Safety Investigations Body (HSSIB); the regulation of the advertising of unhealthy food and drink; and the removal of the Competition and Markets Authority’s functions in relation to NHS competition.",Primary legislation,Department for Health,England,Coronavirus,Civil service and public sector reform,new public bodies,https://publications.parliament.uk/pa/bills/cbill/58-02/0140/210140.pdf,NA,NA,NA
NA,6,July,2021,"The Secretary of State for Digital, Culture, Media and Sport opened a consultation on the future ownership of Channel 4, with the government being of the view that a new non-public sector ownership model would be preferrable.",Policy paper,"Department for Digital, Culture, Media and Sport",England,None,Civil service and public sector reform,privatisation; nationalisation,https://questions-statements.parliament.uk/written-statements/detail/2021-07-06/hcws153,NA,NA,NA
NA,6,July,2021,"The Secretary of State for Digital, Culture, Media and Sport released a policy paper on the government's approach to digital regulation, which would be based on promoting competition and innovation; keeping the UK safe and secure online; and promoting a flourishing, democratic society. In particular, the Secretary of State outlined three principles on which this regulation would be based: actively promoting innovation; achieving forward-looking and coherent outcomes; and addressing challenges in the international arena.",Policy paper,"Department for Digital, Culture, Media and Sport",England,None,Civil service and public sector reform,regulation principles; regulators,https://www.gov.uk/government/publications/digital-regulation-driving-growth-and-unlocking-innovation/digital-regulation-driving-growth-and-unlocking-innovation#our-digital-regulation-principles,NA,NA,NA
NA,6,July,2021,"Julian Braithwaite, a career diplomat, was appointed by the Prime Minister as Director General for the European Union in the Cabinet Office.","Appointment, dismissal or resignation",Prime Minister; Cabinet Office,UK,Brexit,Civil service and public sector reform,civil service; new public bodies,https://www.gov.uk/government/news/appointment-of-director-general-for-the-eu-in-the-cabinet-office,NA,NA,NA
NA,6,July,2021,"The Information Commissioner launched an investigation into the use of private correspondence channels among Ministers at the Department for Health and Social Care. This followed both the former Secretary of State for Health, Matt Hancock MP, and current Minister, Lord Bethell, conceding that they had made use of private email addresses for government correspondence.",commission or review,Department for Health,England,Coronavirus,"Ethics, standards and integrity",Information Commissioner; freedom of information; transparency,https://ico.org.uk/about-the-ico/news-and-events/news-and-blogs/2021/07/ico-launches-investigation-into-the-use-of-private-correspondence-channels/,NA,NA,NA
NA,6,July,2021,"The Secretary of State for Communities and Local Government delivered a speech to the Local Government Association where he noted that central government wished to connect directly to local authorities across the UK without filter organisations or administrations. He argued that: “Devolution to Cardiff, Holyrood or Stormont should not mean stripping those councils and communities of their direct relationships to the UK Government” and “that…central government should be working directly with councils and we should avoid filters wherever possible, including Local Enterprise Partnerships.","Decision, announcement, statement or speech","Ministry of Housing, Communities and Local Government",England,None,Civil service and public sector reform; Devolution and the Union; Elections and voters,British identity; local government; mayors; relocation,https://www.gov.uk/government/speeches/local-government-association-annual-conference-2021-secretary-of-states-speech,NA,NA,NA
NA,7,July,2021,"Sir Graham Brady was re-elected as Chair of the Conservative Party’s 1922 Committee following a challenge from former Minister and Whip, Heather Wheeler MP. Wheeler was widely considered to be the Prime Minister’s favoured candidate.","Decision, announcement, statement or speech",Prime Minister,England,None,Civil service and public sector reform,personal conduct,https://www.independent.co.uk/news/uk/politics/graham-brady-1922-committee-lockdown-b1879723.html,NA,NA,NA
NA,7,July,2021,The Speaker of the House of Commons made a statement where he noted that members of Parliament had received no opportunity to debate and vote on the government’s intention to reduce public spending on international aid. He encouraged the government to provide such a mechanism.,"Decision, announcement, statement or speech",Treasury; Foreign Office,UK,None,"Parliament; Ethics, standards and integrity; Human rights and equality",transparency; House of Commons; Speaker of the House of Commons; social security; United Nations,https://hansard.parliament.uk/commons/2021-06-07/debates/A06976E9-9C87-4BB4-8373-DF0D68BAE1DE/SpeakerSStatement#667,NA,NA,NA
NA,7,July,2021,"The National Audit Office released a report into the British Business Bank’s accreditation of Greensill Capital, surrounding which there had been a debate about the role of former Prime Minister, David Cameron, in lobbying Ministers for financial support for the firm during the pandemic. The NAO found that the Department for Business, Energy and Industrial Strategy showed “unusual interest” in the accreditation of Greensill Capital, including sending eight emails in nineteen weeks directly to the British Business Bank.",Report,"Department for Business, Energy and Industrial Strategy",England,Coronavirus,"Ethics, standards and integrity",transparency; lobbying; procurement,https://www.nao.org.uk/wp-content/uploads/2021/07/Investigation-into-the-British-Business-Banks-accreditation-of-Greensill-Capital.pdf,NA,NA,NA
NA,8,July,2021,"Minister of State for Media and Data, John Whittingdale MP, laid a written ministerial statement before Parliament indicating that the Department for Digital, Culture, Media and Sport had discovered that an annual report explaining how the Secretary of State had exercised certain statutory functions as required pursuant to s.390 of the Communications Act 2003 had not been laid before Parliament since 2014. The Minister apologised for this historic oversight.",Ministerial statement,"Department for Digital, Culture, Media and Sport",England,None,"Rule of law; Ethics, standards and integrity",transparency; government under law,https://questions-statements.parliament.uk/written-statements/detail/2021-07-08/hcws160,NA,NA,NA
NA,8,July,2021,"The Secretary of State for Education announced that the Government’s preferred candidate to be head of Ofqual was Dr Jo Saxton, a former special advisor at the Department for Education and former Chief Executive of Turner Schools, an academy trust.","Appointment, dismissal or resignation",Department for Education,England,None,Civil service and public sector reform,public body appointments,https://committees.parliament.uk/committee/203/education-committee/news/156442/committee-report-on-appointment-of-dr-jo-saxton-as-ofqual-chief-regulator/,NA,NA,NA
NA,8,July,2021,"In a response to an oral question in the House of Commons, the Chancellor of the Duchy of Lancaster announced that the Chancellor and the Leader of the House agreed that the English votes for English laws (EVEL) procedure had not served Parliament well and would be abolished in a motion put before the House on 13 July 2021.",Ministerial statement,Cabinet Office,England,None,Parliament; Devolution and the Union,English votes for English laws; parliamentary procedure; England,https://hansard.parliament.uk/commons/2021-07-08/debates/38B95E85-A837-42C8-9F83-56A7BF4C6966/OralAnswersToQuestions,NA,NA,NA
NA,8,July,2021,"The Committee for Standards in Public Life released its report into the Prime Minister’s register of financial interests in relation to holiday accommodation given to him by a Conservative Party donor in Mustique. The Committee, disagreeing with the Commissioner, found that the Prime Minister had not breached paragraph 14 of the Code by making an inaccurate register entry. This was because it was unclear what information the register should have contained.",Report,Prime Minister,UK,None,"Ethics, standards and integrity",Commissioner for Standards in Public Life,https://committees.parliament.uk/committee/290/committee-on-standards/news/156428/report-on-the-conduct-of-rt-hon-boris-johnson-mp-published/,NA,NA,NA
NA,9,July,2021,"Dismissing an appeal, the UK Supreme Court held that it was unable to develop jurisprudence on Article 3 ECHR without prior action from the European Court of Human Rights. Consequently, it decided that the government policy at the Feltham Young Offenders’ Institution to place people under 18 years of age into solitary confinement for disciplinary reasons was not a violation of the applicant's Article 3 ECHR rights.",Case,Ministry of Justice,England,None,Human rights and equality; Courts,Supreme Court; cases; judicial review; prisons and probation; ECHR,https://www.supremecourt.uk/cases/docs/uksc-2019-0155-judgment.pdf,NA,NA,NA
*,9,July,2021,"In a judgment holding that the 'two child' benefits limit was lawful, the UK Supreme Court noted that questions of ""intense political controversy"" that ""cannot be answered by any process of legal reasoning"" should only be answered ""through a political process"" by ""democratically elected institutions"".",Case,Department for Work and Pensions,UK,None,Courts; Human rights and equality,women and gender; protected characteristics; children; ECHR; Supreme Court,https://www.supremecourt.uk/cases/docs/uksc-2019-0135-judgment.pdf,NA,NA,NA
NA,13,July,2021,The Prime Minister put forward a motion in the House of Commons to approve the government’s plan to reduce public spending on international aid. This followed criticism by the Speaker of the House of Commons on 7 June 2021 that members of Parliament had not had sufficient opportunity to debate and decide the matter. The Prime Minister’s motion makes returning to increased spending subject to two conditions: that the country is not borrowing for day-to-day spending and when underlying national debt is falling. These conditions have only been met twice in the last eight years.,Parliamentary motion,Prime Minister,UK,None,Human rights and equality; Parliament,House of Commons; social security; United Nations,https://hansard.parliament.uk/commons/2021-07-13/debates/92FD1E80-7F3E-461D-AC25-F6B79E503131/InternationalAidTreasuryUpdate,NA,NA,NA
NA,13,July,2021,"The Minister of State for Care sought the House of Common's approval of the draft Health and Social Care Act 2008 (Regulated Activities) (Amendment) (Coronavirus) Regulations 2021, which would require employees of care homes to be fully vaccinated against Covid-19.",Statutory instrument,Department for Health,England,Coronavirus,"Human rights and equality; Parliament; Ethics, standards and integrity",House of Commons; scrutiny,https://www.legislation.gov.uk/ukdsi/2021/9780348224993/contents,NA,NA,NA
NA,13,July,2021,"In the explanatory notes for the draft Health and Social Care Act 2008 (Regulated Activities) (Amendment) (Coronavirus) Regulations 2021 presented to the House of Commons, it was stated that an impact assessment had been prepared for the statutory instrument. The Minister of State for Care conceded on the floor of the House that no such assessment had been prepared yet but was in the process of being completed.",Statutory instrument,Department for Health,England,Coronavirus,"Human rights and equality; Parliament; Ethics, standards and integrity",House of Commons; scrutiny,https://hansard.parliament.uk/commons/2021-07-13/debates/BD25E3D7-6EFB-48A9-A564-966D3898D8FC/NationalHealthService,NA,NA,NA
NA,13,July,2021,"The Chair of the Home Affairs Select Committee, Yvette Cooper MP, and Conservative Committee member, Tim Loughton MP, made a point of order in the House of Commons suggesting that they had been “fobbed off” by Home Office ministers and officials when seeking to visit Napier Barracks.","Decision, announcement, statement or speech",Home Office,UK,Coronavirus,Human rights and equality; Parliament,scrutiny; committees; asylum; immigration; HRA; ECHR,https://hansard.parliament.uk/commons/2021-07-13/debates/C7C8C71A-B6D4-41E4-B848-EC62B0DECAC9/PointsOfOrder,NA,NA,NA
NA,13,July,2021,The Leader of the House of Commons put forward a motion in the House to abolish the ‘English votes for English laws’ (EVEL) procedure. The House approved the motion.,Parliamentary motion,Leader of the House of Commons,England,None,Devolution and the Union; Parliament,English votes for English laws; parliamentary procedure; England; House of Commons,https://hansard.parliament.uk/commons/2021-07-13/debates/97CC04FD-5886-4C37-8877-F6A599A0C7CF/EnglishVotesForEnglishLaws,NA,NA,NA
NA,14,July,2021,"The Secretary of State for Northern Ireland set out a proposal to introduce a statute of limitations for prosecutions related to the Troubles in Northern Ireland, which would prohibit criminal prosecutions equally for members of the British armed forces and paramilitary groups.",Ministerial statement,Northern Ireland Office,Northern Ireland,None,Devolution and the Union; Human rights and equality; Rule of law,criminal immunity; criminal sanctions; Northern Ireland,https://www.gov.uk/government/news/secretary-of-state-for-northern-ireland-brandon-lewis-mp-oral-statement-wednesday-14th-july-2021,NA,NA,NA
NA,15,July,2021,"The Cabinet Office released its response to the government's consultation on so-called ""digital imprints"" whereby political campaigners would be compelled to reveal their identities during digital political campaigns.",Policy paper,Cabinet Office,UK,None,Human rights and equality; Elections and voters,internet freedom; freedom of expression; general elections; local government,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/993905/Digital_imprints_-_FINAL_Government_consultation_response_.pdf,NA,NA,NA
NA,15,July,2021,"The Cabinet Office released the public appointments data report for 2019/20 outlining the data, including that related to diversity, on appointments by UK Government Ministers which are regulated by the Commissioner for Public Appointments.",Report,Cabinet Office,England; Wales,None,Civil service and public sector reform; Human rights and equality,public body appointments; civil service; race; disabilities; women and gender,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1002381/20210712_Public_appointments_data_report_2019_20.pdf,NA,NA,NA
NA,15,July,2021,The Cabinet Office announced that William Shawcross was the government's preferred candidate for Commissioner for Public Appointments.,"Appointment, dismissal or resignation",Cabinet Office,UK,None,Civil service and public sector reform,public body appointments; Commissioner for Public Appointments,https://www.gov.uk/government/news/commissioner-for-public-appointments-announcement-of-governments-preferred-candidate,NA,NA,NA
NA,15,July,2021,"The Prime Minister gave a speech about his “Levelling Up” agenda, which made comments concerning the roles of local and central government in socio-economic regeneration and distribution.","Decision, announcement, statement or speech",Prime Minister,UK,None,Devolution and the Union; Elections and voters,local government; mayors,https://www.gov.uk/government/speeches/the-prime-ministers-levelling-up-speech-15-july-2021,NA,NA,NA
NA,15,July,2021,"The Cabinet Office launched a recruitment programme called ""Closer to Home"" designed to encourage people in Scotland to apply for roles within the UK civil service based in Glasgow, Edinburgh, and East Kilbride.","Decision, announcement, statement or speech",Cabinet Office,UK; Scotland,None,Devolution and the Union; Civil service and public sector reform,UK relations; Union policy; Scotland; civil service; government departments,https://www.gov.uk/government/news/new-uk-government-recruitment-campaign-launched-in-scotland,NA,NA,NA
NA,15,July,2021,"Minister of State for the Constitution and Devolution, Chloe Smith MP, released a written ministerial statement on government transparency and accountability highlighting information that the government would be making available: Outcome Delivery Plans; Government Major Projects Portfolio data; further data regarding special advisors and their expenses; Public Bodies 2020, which provides financial and non-financial data on public bodies; and data on the diversity of public appointments.",Ministerial statement,Cabinet Office,UK,None,"Civil service and public sector reform; Ethics, standards and integrity; Human rights and equality",transparency; freedom of information; special advisors; public body appointments; civil service,https://questions-statements.parliament.uk/written-statements/detail/2021-07-15/hcws185,NA,NA,NA
NA,15,July,2021,"The Secretary of State for Health made the Health Protection (Coronavirus, Restrictions) (Self-Isolation) (England) (Amendment) Regulations 2021, which set out some exemptions to the require to self-isolate following a positive coronavirus test. These include: in order to post an antibody test; if the person has participated in an authorised clinical trial of a coronavirus vaccination; and where the person is a child who has had close contact with a person who has tested positive.",Statutory instrument,Department for Health,England,Coronavirus; roadmap out of lockdown,Human rights and equality,freedom of association; criminal sanctions; police powers; protests; education,https://www.legislation.gov.uk/uksi/2021/851/contents/made,NA,NA,NA
NA,16,July,2021,"The Market Surveillance (Northern Ireland) Regulations 2021 came into force and make provision for market surveillance and investigation powers so as to implement the Northern Ireland Protocol, as well as creating a number of offences.",Statutory instrument,Northern Ireland Office,Northern Ireland,Brexit,Devolution and the Union; Human rights and equality,criminal sanctions; Northern Ireland; Northern Ireland Protocol,https://www.legislation.gov.uk/uksi/2021/858/contents/made,NA,NA,NA
NA,16,July,2021,The Terrorism Act 2000 (Proscribed Organisations) (Amendment) (No 2) Order 2021 came into force and made provision to proscribe a white supremacist organisation known as The Base.,Statutory instrument,Home Office,UK,None,Human rights and equality,freedom of association; race; protected characteristics; freedom of expression; terrorism,https://www.legislation.gov.uk/uksi/2021/853/contents/made,NA,NA,NA
NA,16,July,2021,"The Secretary of State for Health made the Coronavirus Act 2020 (Early Expiry) Regulations 2021, which cause a number of provisions of the 2020 Act to expire early, including: provisions related to local authority care and support (section 15); the extension of time limits for the retention of fingerprints and DNA (section 24); and powers to require certain information to be provided by individuals (section 28).",Statutory instrument,Department for Health,England,Coronavirus; roadmap out of lockdown,Human rights and equality,freedom of association; criminal sanctions; police powers; protests; education,https://www.legislation.gov.uk/uksi/2021/856/contents/made,NA,NA,NA
NA,18,July,2021,"The Secretary of State for Health made the Health Protection (Coronavirus, Restrictions) (Steps etc.) (England) (Revocation and Amendment) Regulations 2021, which revoke a number of restrictions: the requirement to wear a face mask on public transport and other indoor settings; the requirement for businesses to take bookings only under a certain number; and the requirement for businesses to collect certain information from customers.",Statutory instrument,Department for Health,England,Coronavirus; roadmap out of lockdown,Human rights and equality,freedom of association; criminal sanctions; police powers; protests; education,https://www.legislation.gov.uk/uksi/2021/848/contents/made,NA,NA,NA
NA,19,July,2021,"After the Secretary of State for Health tested positive for coronavirus on 18 July 2021, the Chancellor of the Exchequer and Prime Minister initially indicated that they would not self-isolate as they were involved in a VIP daily testing scheme. On 19 July 2021, the Chancellor and Prime Minister indicated that they would self-isolate and had only considered joining the VIP scheme.","Decision, announcement, statement or speech",Department for Health; Treasury; Prime Minister,England,Coronavirus; roadmap out of lockdown,"Ethics, standards and integrity; Rule of law",government under law; personal conduct,https://www.bbc.co.uk/news/uk-57879730,NA,NA,NA
NA,19,July,2021,"The Minister for Covid Vaccine Deployment made a statement to the House of Commons where he announced that from September 2021 the government would require venues where large crowds of people from different households can gather to introduce a ""Covid pass"" as a condition of entry.",Ministerial statement,Department for Health,England,Coronavirus; roadmap out of lockdown,Human rights and equality,freedom of association; criminal sanctions; police powers; protests; education,https://hansard.parliament.uk/commons/2021-07-19/debates/64EACE0F-A4FD-45C9-BCAF-CD14132B5366/Covid-19Update,NA,NA,NA
NA,20,July,2021,"The Chairs of the Westminster, Scottish, Northern Ireland, and Welsh social security committees wrote a letter to the Chancellor of the Exchequer and the Secretary of State for Work and Pensions asking them to continue the £20 a week uplift in Universal Credit which was established during the coronavirus pandemic.",Letter,Department for Work and Pensions; Treasury,UK; Wales; Scotland; Northern Ireland,Coronavirus,Human rights and equality; Devolution and the Union; Parliament,committees; social security; UK relations; Northern Ireland; Scotland; Wales,https://www.parliament.scot/chamber-and-committees/committees/current-and-previous-committees/session-6-social-justice-and-social-security-committee/correspondence/2021/letter-about-the-universal-credit-uplift-to-uk-secretaries-of-state,NA,NA,NA
NA,20,July,2021,"The Digital, Culture, Media and Sport Committee was unable to hold a pre-appointment hearing for the government's preferred candidate for Chair of Ofcom as the government did not nominate a candidate.","Decision, announcement, statement or speech","Department for Digital, Culture, Media and Sport",UK,None,"Parliament; Civil service and public sector reform; Ethics, standards and integrity",scrutiny; committees; transparency; public body appointments,https://committees.parliament.uk/committee/378/digital-culture-media-and-sport-committee/news/155526/committee-chair-comments-on-ofcom-chair-appointments-process/,NA,NA,NA
NA,20,July,2021,"The Department for Education announced that it would be continuing the extended powers given to the Special Educational Needs and Disability First-tier Tribunal to hear appeals and make non-binding recommendations about health and social care aspects of Education, Health and Care (EHC) plans, provided that those appeals also contain education elements. These powers have been piloted since April 2018 and the powers will continue following the termination of the pilot in August 2021. The powers are contained in the Special Educational Needs and Disability (First-tier Tribunal Recommendations Power) Regulations 2017.","Decision, announcement, statement or speech",Department for Education,England,None,Courts; Human rights and equality,tribunals; appeals; children; education,https://www.gov.uk/government/publications/extended-powers-send-tribunal-national-trial,NA,NA,NA
NA,20,July,2021,The Department for Business launched a consultation on a proposed Future System Operator (FSO) which will have responsibilities across the electricity and gas systems to drive progress towards net-zero carbon emissions while maintaining energy security and lowering costs for consumers. The consultation considers a range of options for the FSO including a wholly privately-owned model to an organisation based in the public sector.,Policy paper,"Department for Business, Energy and Industrial Strategy",UK,None,Civil service and public sector reform,new public bodies; privatisation; nationalisation,https://www.gov.uk/government/consultations/proposals-for-a-future-system-operator-role,NA,NA,NA
NA,21,July,2021,"The Political Parties, Elections and Referendums Act 2000 (Commencement No 4 and Transitional Provisions) Order 2021 brought into force s.143 and paragraph 14 of Schedule 18 to the Political Parties, Elections and Referendums Act 2000 in Northern Ireland. These provisions require that political advertisements must contain certain information, including the name and address of the printer of the document, the name and address of the promoter, and the name and address of the person on behalf of whom the advertisement is published.",Statutory instrument,Northern Ireland Office,Northern Ireland,None,Elections and voters; Devolution and the Union; Human rights and equality,general elections; local government,https://www.legislation.gov.uk/uksi/2021/890/contents/made,NA,NA,NA
NA,21,July,2021,"The Lord Chancellor introduced the Judicial Review and Courts Bill into the House of Commons. Among other things, the Bill creates a rebuttable presumption in favour of courts granting a suspended quashing order and/or limiting the retrospective effect of a quashing order. The Bill also introduces an ouster clause for so-called Cart judicial reviews, whereby a person seeks to challenge an Upper Tribunal decision to refuse permission to appeal a First-tier Tribunal decision. The Lord Chancellor further noted concerns in relation to the test of unreasonableness, the recognition of proportionality at common law, and the use of the principle of legality. However, no legislative proposals were brought forward on these matters.",Policy paper,Ministry of Justice,England and Wales,None,Courts; Rule of law,ouster clauses; judicial review; effective remedies; Administrative Court; government under law,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1004881/jr-reform-government-response.pdf,NA,NA,NA
